Nº de Títulos;Valor Total;Nº Baixados;Valor Total;Nº Confirmados;
4860;R$ 4.186.933,60;0;R$ 0,00;0;
Erro nº;Mensagem de erro;MSG_TECNICA;
1530;Título está baixado. Matrícula [201107310] Número [147534            ] * Linha: 1819; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22116342] Linha: 1819;
1531;Título está baixado. Matrícula [201206478] Número [145493            ] * Linha: 1820; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114669] Linha: 1820;
1532;Título está baixado. Matrícula [201210068] Número [141485            ] * Linha: 1821; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114693] Linha: 1821;
1533;Título está baixado. Matrícula [201209781] Número [152046            ] * Linha: 1822; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114729] Linha: 1822;
1534;Título está baixado. Matrícula [201210187] Número [144458            ] * Linha: 1823; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114734] Linha: 1823;
1535;Título está baixado. Matrícula [201304318] Número [148277            ] * Linha: 1824; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22114768] Linha: 1824;
1536;Título está baixado. Matrícula [201314204] Número [141351            ] * Linha: 2429; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105860] Linha: 2429;
1537;Título está baixado. Matrícula [201400733] Número [154800            ] * Linha: 2430; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105879] Linha: 2430;
1538;Título está baixado. Matrícula [201401241] Número [147722            ] * Linha: 2431; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105910] Linha: 2431;
1539;Título está baixado. Matrícula [201312621] Número [143165            ] * Linha: 2432; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105938] Linha: 2432;
1540;Título está baixado. Matrícula [201312977] Número [151567            ] * Linha: 2433; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105952] Linha: 2433;
1541;Título está baixado. Matrícula [201312335] Número [155650            ] * Linha: 2434; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105965] Linha: 2434;
1542;Título está baixado. Matrícula [201313003] Número [149478            ] * Linha: 2435; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105984] Linha: 2435;
1543;Título está baixado. Matrícula [201400830] Número [157102            ] * Linha: 2436; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106029] Linha: 2436;
1544;Título está baixado. Matrícula [201400841] Número [154725            ] * Linha: 2437; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106032] Linha: 2437;
1545;Título está baixado. Matrícula [201400845] Número [149709            ] * Linha: 2438; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106034] Linha: 2438;
1546;Título está baixado. Matrícula [201400877] Número [144132            ] * Linha: 2439; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106043] Linha: 2439;
1547;Título está baixado. Matrícula [201308929] Número [142414            ] * Linha: 2440; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106047] Linha: 2440;
1548;Título está baixado. Matrícula [201313027] Número [154071            ] * Linha: 2441; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106064] Linha: 2441;
1549;Título está baixado. Matrícula [201405541] Número [151363            ] * Linha: 2442; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106148] Linha: 2442;
1550;Título está baixado. Matrícula [81410953] Número [146494            ] * Linha: 2443; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106150] Linha: 2443;
1551;Título está baixado. Matrícula [201307984] Número [149830            ] * Linha: 2444; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106179] Linha: 2444;
1552;Título está baixado. Matrícula [201309723] Número [146470            ] * Linha: 2445; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106181] Linha: 2445;
1553;Título está baixado. Matrícula [201309742] Número [150684            ] * Linha: 2446; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106186] Linha: 2446;
1554;Título está baixado. Matrícula [201314763] Número [142112            ] * Linha: 2447; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106213] Linha: 2447;
1555;Título está baixado. Matrícula [201407192] Número [151436            ] * Linha: 2448; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106237] Linha: 2448;
1556;Título está baixado. Matrícula [201406743] Número [143480            ] * Linha: 2449; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106241] Linha: 2449;
1557;Título está baixado. Matrícula [201407214] Número [141524            ] * Linha: 2450; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106254] Linha: 2450;
1558;Título está baixado. Matrícula [201309831] Número [151137            ] * Linha: 2451; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106288] Linha: 2451;
1559;Título está baixado. Matrícula [201107023] Número [157296            ] * Linha: 2452; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106318] Linha: 2452;
1560;Título está baixado. Matrícula [201201176] Número [144432            ] * Linha: 2453; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106325] Linha: 2453;
1561;Título está baixado. Matrícula [201106501] Número [147914            ] * Linha: 2454; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106361] Linha: 2454;
1562;Título está baixado. Matrícula [201201238] Número [154554            ] * Linha: 2455; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106376] Linha: 2455;
1563;Título está baixado. Matrícula [201100584] Número [148052            ] * Linha: 2456; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106411] Linha: 2456;
1564;Título está baixado. Matrícula [201100589] Número [145313            ] * Linha: 2457; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106413] Linha: 2457;
1565;Título está baixado. Matrícula [201103709] Número [148409            ] * Linha: 2458; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106426] Linha: 2458;
1566;Título está baixado. Matrícula [201104164] Número [149351            ] * Linha: 2459; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106428] Linha: 2459;
1567;Título está baixado. Matrícula [201114847] Número [154388            ] * Linha: 2460; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106656] Linha: 2460;
1568;Título está baixado. Matrícula [201306912] Número [153088            ] * Linha: 2461; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105099] Linha: 2461;
1569;Título está baixado. Matrícula [201114849] Número [151541            ] * Linha: 2462; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106658] Linha: 2462;
1570;Título está baixado. Matrícula [201103125] Número [147481            ] * Linha: 2463; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106681] Linha: 2463;
1571;Título está baixado. Matrícula [201306939] Número [147570            ] * Linha: 2464; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105101] Linha: 2464;
1572;Título está baixado. Matrícula [201307022] Número [152226            ] * Linha: 2465; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105115] Linha: 2465;
1573;Título está baixado. Matrícula [201307030] Número [142183            ] * Linha: 2466; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22105121] Linha: 2466;
1574;Título está baixado. Matrícula [201101333] Número [142538            ] * Linha: 2467; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106686] Linha: 2467;
1575;Título está baixado. Matrícula [201014868] Número [156923            ] * Linha: 2468; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106733] Linha: 2468;
1576;Título está baixado. Matrícula [201014871] Número [142923            ] * Linha: 2469; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22106735] Linha: 2469;
1577;Título está baixado. Matrícula [201200562] Número [152996            ] * Linha: 3071; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097605] Linha: 3071;
1578;Título está baixado. Matrícula [201200070] Número [146839            ] * Linha: 3072; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098390] Linha: 3072;
1579;Título está baixado. Matrícula [201200448] Número [156562            ] * Linha: 3073; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098397] Linha: 3073;
1580;Título está baixado. Matrícula [201200453] Número [148617            ] * Linha: 3074; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098408] Linha: 3074;
1581;Título está baixado. Matrícula [201100439] Número [156675            ] * Linha: 3075; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098436] Linha: 3075;
1582;Título está baixado. Matrícula [201100453] Número [155409            ] * Linha: 3076; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098439] Linha: 3076;
1583;Título está baixado. Matrícula [201100913] Número [149838            ] * Linha: 3077; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098452] Linha: 3077;
1584;Título está baixado. Matrícula [201101613] Número [142408            ] * Linha: 3078; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098456] Linha: 3078;
1585;Título está baixado. Matrícula [201200488] Número [146938            ] * Linha: 3079; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098490] Linha: 3079;
1586;Título está baixado. Matrícula [201102204] Número [143891            ] * Linha: 3080; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098538] Linha: 3080;
1587;Título está baixado. Matrícula [201402505] Número [146891            ] * Linha: 3081; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098587] Linha: 3081;
1588;Título está baixado. Matrícula [201404592] Número [147774            ] * Linha: 3082; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098606] Linha: 3082;
1589;Título está baixado. Matrícula [201403508] Número [154501            ] * Linha: 3083; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098608] Linha: 3083;
1590;Título está baixado. Matrícula [201305611] Número [147004            ] * Linha: 3084; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098622] Linha: 3084;
1591;Título está baixado. Matrícula [201402089] Número [148722            ] * Linha: 3085; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098647] Linha: 3085;
1592;Título está baixado. Matrícula [201402115] Número [153299            ] * Linha: 3086; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098654] Linha: 3086;
1593;Título está baixado. Matrícula [201402585] Número [147962            ] * Linha: 3087; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098664] Linha: 3087;
1594;Título está baixado. Matrícula [201405074] Número [155699            ] * Linha: 3088; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22098669] Linha: 3088;
1595;Título está baixado. Matrícula [201201441] Número [142596            ] * Linha: 3089; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097615] Linha: 3089;
1596;Título está baixado. Matrícula [201200617] Número [150212            ] * Linha: 3090; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097623] Linha: 3090;
1597;Título está baixado. Matrícula [201102657] Número [144779            ] * Linha: 3091; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097646] Linha: 3091;
1598;Título está baixado. Matrícula [201102666] Número [153279            ] * Linha: 3092; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097648] Linha: 3092;
1599;Título está baixado. Matrícula [201101771] Número [151653            ] * Linha: 3093; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097655] Linha: 3093;
1600;Título está baixado. Matrícula [201101782] Número [143974            ] * Linha: 3094; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097660] Linha: 3094;
1601;Título está baixado. Matrícula [201201044] Número [152942            ] * Linha: 3095; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097682] Linha: 3095;
1602;Título está baixado. Matrícula [201014446] Número [153377            ] * Linha: 3096; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097699] Linha: 3096;
1603;Título está baixado. Matrícula [201114852] Número [154555            ] * Linha: 3097; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097723] Linha: 3097;
1604;Título está baixado. Matrícula [201113902] Número [150906            ] * Linha: 3098; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097727] Linha: 3098;
1605;Título está baixado. Matrícula [201115095] Número [155707            ] * Linha: 3099; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097755] Linha: 3099;
1606;Título está baixado. Matrícula [201107650] Número [155416            ] * Linha: 3100; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097763] Linha: 3100;
1607;Título está baixado. Matrícula [201113065] Número [145998            ] * Linha: 3101; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097827] Linha: 3101;
1608;Título está baixado. Matrícula [201113412] Número [150604            ] * Linha: 3102; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097830] Linha: 3102;
1609;Título está baixado. Matrícula [201107484] Número [149793            ] * Linha: 3103; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097852] Linha: 3103;
1610;Título está baixado. Matrícula [201115546] Número [141499            ] * Linha: 3104; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097858] Linha: 3104;
1611;Título está baixado. Matrícula [201108306] Número [143270            ] * Linha: 3105; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097878] Linha: 3105;
1612;Título está baixado. Matrícula [201103773] Número [155632            ] * Linha: 3106; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097916] Linha: 3106;
1613;Título está baixado. Matrícula [201103789] Número [150884            ] * Linha: 3107; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097923] Linha: 3107;
1614;Título está baixado. Matrícula [201104313] Número [148488            ] * Linha: 3108; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097933] Linha: 3108;
1615;Título está baixado. Matrícula [201103398] Número [145385            ] * Linha: 3109; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22097936] Linha: 3109;
